utc,x_teme_m,y_teme_m,z_teme_m,vx_teme_mps,vy_teme_mps,vz_teme_mps,x_ecef_m,y_ecef_m,z_ecef_m,vx_ecef_mps,vy_ecef_mps,vz_ecef_mps,lat_deg,lon_deg,alt_m
2026-03-27T00:05:30+00:00,1152787.5813150948,-5311176.877002023,4013547.2378102145,,,,-608306.1132291452,5400692.798062422,4013547.2378102145,,,,36.61885511052299,96.42641523534178,385620.73735500686
2026-03-27T00:05:40+00:00,1204450.72896073,-5269825.501303214,4052552.1658065105,,,,-659983.6586010506,5365275.756478811,4052552.1658065105,,,,37.03243481168052,97.01273596429934,385684.22502706014
2026-03-27T00:05:50+00:00,1255958.3786378782,-5227793.786889394,4091032.391999319,,,,-711628.4649264234,5329244.248016457,4091032.391999319,,,,37.44263208246824,97.60586738462325,385747.34122180846
2026-03-27T00:06:00+00:00,1307303.8827638982,-5185087.168422878,4128982.940846911,,,,-763234.7549805514,5292602.865776245,4128982.940846911,,,,37.84936038600572,98.20592866549288,385810.02942367643
2026-03-27T00:06:10+00:00,1358480.6144419464,-5141711.167811778,4166398.905158878,,,,-814796.8120128985,5255356.264626456,4166398.905158878,,,,38.252531349158545,98.81303892384085,385872.2334013209
2026-03-27T00:06:20+00:00,1409481.96909947,-5097671.392827709,4203275.447301875,,,,-866308.8717644328,5217509.174804847,4203275.447301875,,,,38.65205475195053,99.42731584308888,385933.89724058006
2026-03-27T00:06:30+00:00,1460301.365197842,-5052973.536459968,4239607.799698566,,,,-917765.1704567247,5179066.395525354,4239607.799698566,,,,39.04783851234482,100.04887595050548,385994.9653760493
2026-03-27T00:06:40+00:00,1510932.2436460184,-5007623.377438299,4275391.264417672,,,,-969159.9890004097,5140032.78694567,4275391.264417672,,,,39.43978866417941,100.67783485714733,386055.3826209316
2026-03-27T00:06:50+00:00,1561368.071112207,-4961626.777297706,4310621.215531054,,,,-1020487.5646809216,5100413.283354387,4310621.215531054,,,,39.82780936877993,101.31430601965195,386115.094201331
2026-03-27T00:07:00+00:00,1611602.339036452,-4914989.681211465,4345293.09839533,,,,-1071742.136379249,5060212.886698758,4345293.09839533,,,,40.21180289686896,101.95840094670626,386174.0457851412
2026-03-27T00:07:10+00:00,1661628.56485655,-4867718.116881446,4379402.430514986,,,,-1122917.9894982914,5019436.65582346,4379402.430514986,,,,40.591669631811634,102.61022941003205,386232.1835133573
2026-03-27T00:07:20+00:00,1711440.2930936958,-4819818.193511686,4412944.802285837,,,,-1174009.367733884,4978089.723960786,4412944.802285837,,,,40.96730807612945,103.26989813036772,386289.45403092634
2026-03-27T00:07:30+00:00,1761031.0961741735,-4771296.101002935,4445915.877544031,,,,-1225010.518842789,4936177.289549348,4445915.877544031,,,,41.33861486076223,103.9375109504303,386345.80451698136
2026-03-27T00:07:40+00:00,1810394.5744900291,-4722158.109897892,4478311.393611481,,,,-1275915.7374117165,4893704.605024958,4478311.393611481,,,,41.705484753871346,104.61316897869926,386401.1827139715
2026-03-27T00:07:50+00:00,1859524.3593645117,-4672410.568423918,4510127.163242789,,,,-1326719.280839925,4850676.995310769,4510127.163242789,,,,42.067810696826804,105.29696924848656,386455.5369596733
2026-03-27T00:08:00+00:00,1908414.1102050964,-4622059.90533571,4541359.072765191,,,,-1377415.4100066565,4807099.850514659,4541359.072765191,,,,42.42548380308116,105.98900478273066,386508.8162124269
